id,act,section,title,content,keywords,replaces
BNS_256,Bharatiya Nyaya Sanhita 2023,256,Bharatiya Nyaya Sanhita 2023 Section 256,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 256. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 256
BNS_257,Bharatiya Nyaya Sanhita 2023,257,Bharatiya Nyaya Sanhita 2023 Section 257,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 257. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 257
BNS_258,Bharatiya Nyaya Sanhita 2023,258,Bharatiya Nyaya Sanhita 2023 Section 258,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 258. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 258
BNS_259,Bharatiya Nyaya Sanhita 2023,259,Bharatiya Nyaya Sanhita 2023 Section 259,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 259. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 259
BNS_260,Bharatiya Nyaya Sanhita 2023,260,Bharatiya Nyaya Sanhita 2023 Section 260,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 260. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 260
BNS_261,Bharatiya Nyaya Sanhita 2023,261,Bharatiya Nyaya Sanhita 2023 Section 261,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 261. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 261
BNS_262,Bharatiya Nyaya Sanhita 2023,262,Bharatiya Nyaya Sanhita 2023 Section 262,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 262. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 262
BNS_263,Bharatiya Nyaya Sanhita 2023,263,Bharatiya Nyaya Sanhita 2023 Section 263,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 263. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 263
BNS_264,Bharatiya Nyaya Sanhita 2023,264,Bharatiya Nyaya Sanhita 2023 Section 264,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 264. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 264
BNS_265,Bharatiya Nyaya Sanhita 2023,265,Bharatiya Nyaya Sanhita 2023 Section 265,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 265. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 265
BNS_266,Bharatiya Nyaya Sanhita 2023,266,Bharatiya Nyaya Sanhita 2023 Section 266,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 266. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 266
BNS_267,Bharatiya Nyaya Sanhita 2023,267,Bharatiya Nyaya Sanhita 2023 Section 267,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 267. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 267
BNS_268,Bharatiya Nyaya Sanhita 2023,268,Bharatiya Nyaya Sanhita 2023 Section 268,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 268. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 268
BNS_269,Bharatiya Nyaya Sanhita 2023,269,Bharatiya Nyaya Sanhita 2023 Section 269,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 269. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 269
BNS_270,Bharatiya Nyaya Sanhita 2023,270,Bharatiya Nyaya Sanhita 2023 Section 270,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 270. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 270
BNS_271,Bharatiya Nyaya Sanhita 2023,271,Bharatiya Nyaya Sanhita 2023 Section 271,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 271. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 271
BNS_272,Bharatiya Nyaya Sanhita 2023,272,Bharatiya Nyaya Sanhita 2023 Section 272,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 272. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 272
BNS_273,Bharatiya Nyaya Sanhita 2023,273,Bharatiya Nyaya Sanhita 2023 Section 273,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 273. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 273
BNS_274,Bharatiya Nyaya Sanhita 2023,274,Bharatiya Nyaya Sanhita 2023 Section 274,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 274. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 274
BNS_275,Bharatiya Nyaya Sanhita 2023,275,Bharatiya Nyaya Sanhita 2023 Section 275,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 275. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 275
BNS_276,Bharatiya Nyaya Sanhita 2023,276,Bharatiya Nyaya Sanhita 2023 Section 276,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 276. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 276
BNS_277,Bharatiya Nyaya Sanhita 2023,277,Bharatiya Nyaya Sanhita 2023 Section 277,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 277. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 277
BNS_278,Bharatiya Nyaya Sanhita 2023,278,Bharatiya Nyaya Sanhita 2023 Section 278,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 278. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 278
BNS_279,Bharatiya Nyaya Sanhita 2023,279,Bharatiya Nyaya Sanhita 2023 Section 279,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 279. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 279
BNS_280,Bharatiya Nyaya Sanhita 2023,280,Bharatiya Nyaya Sanhita 2023 Section 280,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 280. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 280
BNS_281,Bharatiya Nyaya Sanhita 2023,281,Bharatiya Nyaya Sanhita 2023 Section 281,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 281. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 281
BNS_282,Bharatiya Nyaya Sanhita 2023,282,Bharatiya Nyaya Sanhita 2023 Section 282,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 282. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 282
BNS_283,Bharatiya Nyaya Sanhita 2023,283,Bharatiya Nyaya Sanhita 2023 Section 283,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 283. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 283
BNS_284,Bharatiya Nyaya Sanhita 2023,284,Bharatiya Nyaya Sanhita 2023 Section 284,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 284. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 284
BNS_285,Bharatiya Nyaya Sanhita 2023,285,Bharatiya Nyaya Sanhita 2023 Section 285,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 285. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 285
BNS_286,Bharatiya Nyaya Sanhita 2023,286,Bharatiya Nyaya Sanhita 2023 Section 286,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 286. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 286
BNS_287,Bharatiya Nyaya Sanhita 2023,287,Bharatiya Nyaya Sanhita 2023 Section 287,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 287. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 287
BNS_288,Bharatiya Nyaya Sanhita 2023,288,Bharatiya Nyaya Sanhita 2023 Section 288,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 288. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 288
BNS_289,Bharatiya Nyaya Sanhita 2023,289,Bharatiya Nyaya Sanhita 2023 Section 289,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 289. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 289
BNS_290,Bharatiya Nyaya Sanhita 2023,290,Bharatiya Nyaya Sanhita 2023 Section 290,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 290. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 290
BNS_291,Bharatiya Nyaya Sanhita 2023,291,Bharatiya Nyaya Sanhita 2023 Section 291,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 291. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 291
BNS_292,Bharatiya Nyaya Sanhita 2023,292,Bharatiya Nyaya Sanhita 2023 Section 292,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 292. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 292
BNS_293,Bharatiya Nyaya Sanhita 2023,293,Bharatiya Nyaya Sanhita 2023 Section 293,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 293. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 293
BNS_294,Bharatiya Nyaya Sanhita 2023,294,Bharatiya Nyaya Sanhita 2023 Section 294,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 294. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 294
BNS_295,Bharatiya Nyaya Sanhita 2023,295,Bharatiya Nyaya Sanhita 2023 Section 295,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 295. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 295
BNS_296,Bharatiya Nyaya Sanhita 2023,296,Bharatiya Nyaya Sanhita 2023 Section 296,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 296. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 296
BNS_297,Bharatiya Nyaya Sanhita 2023,297,Bharatiya Nyaya Sanhita 2023 Section 297,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 297. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 297
BNS_298,Bharatiya Nyaya Sanhita 2023,298,Bharatiya Nyaya Sanhita 2023 Section 298,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 298. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 298
BNS_299,Bharatiya Nyaya Sanhita 2023,299,Bharatiya Nyaya Sanhita 2023 Section 299,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 299. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 299
BNS_300,Bharatiya Nyaya Sanhita 2023,300,Bharatiya Nyaya Sanhita 2023 Section 300,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 300. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 300
BNS_301,Bharatiya Nyaya Sanhita 2023,301,Bharatiya Nyaya Sanhita 2023 Section 301,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 301. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 301
BNS_302,Bharatiya Nyaya Sanhita 2023,302,Bharatiya Nyaya Sanhita 2023 Section 302,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 302. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 302
BNS_303,Bharatiya Nyaya Sanhita 2023,303,Bharatiya Nyaya Sanhita 2023 Section 303,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 303. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 303
BNS_304,Bharatiya Nyaya Sanhita 2023,304,Bharatiya Nyaya Sanhita 2023 Section 304,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 304. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 304
BNS_305,Bharatiya Nyaya Sanhita 2023,305,Bharatiya Nyaya Sanhita 2023 Section 305,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 305. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 305
BNS_306,Bharatiya Nyaya Sanhita 2023,306,Bharatiya Nyaya Sanhita 2023 Section 306,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 306. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 306
BNS_307,Bharatiya Nyaya Sanhita 2023,307,Bharatiya Nyaya Sanhita 2023 Section 307,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 307. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 307
BNS_308,Bharatiya Nyaya Sanhita 2023,308,Bharatiya Nyaya Sanhita 2023 Section 308,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 308. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 308
BNS_309,Bharatiya Nyaya Sanhita 2023,309,Bharatiya Nyaya Sanhita 2023 Section 309,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 309. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 309
BNS_310,Bharatiya Nyaya Sanhita 2023,310,Bharatiya Nyaya Sanhita 2023 Section 310,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 310. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 310
BNS_311,Bharatiya Nyaya Sanhita 2023,311,Bharatiya Nyaya Sanhita 2023 Section 311,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 311. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 311
BNS_312,Bharatiya Nyaya Sanhita 2023,312,Bharatiya Nyaya Sanhita 2023 Section 312,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 312. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 312
BNS_313,Bharatiya Nyaya Sanhita 2023,313,Bharatiya Nyaya Sanhita 2023 Section 313,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 313. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 313
BNS_314,Bharatiya Nyaya Sanhita 2023,314,Bharatiya Nyaya Sanhita 2023 Section 314,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 314. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 314
BNS_315,Bharatiya Nyaya Sanhita 2023,315,Bharatiya Nyaya Sanhita 2023 Section 315,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 315. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 315
BNS_316,Bharatiya Nyaya Sanhita 2023,316,Bharatiya Nyaya Sanhita 2023 Section 316,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 316. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 316
BNS_317,Bharatiya Nyaya Sanhita 2023,317,Bharatiya Nyaya Sanhita 2023 Section 317,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 317. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 317
BNS_318,Bharatiya Nyaya Sanhita 2023,318,Bharatiya Nyaya Sanhita 2023 Section 318,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 318. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 318
BNS_319,Bharatiya Nyaya Sanhita 2023,319,Bharatiya Nyaya Sanhita 2023 Section 319,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 319. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 319
BNS_320,Bharatiya Nyaya Sanhita 2023,320,Bharatiya Nyaya Sanhita 2023 Section 320,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 320. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 320
BNS_321,Bharatiya Nyaya Sanhita 2023,321,Bharatiya Nyaya Sanhita 2023 Section 321,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 321. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 321
BNS_322,Bharatiya Nyaya Sanhita 2023,322,Bharatiya Nyaya Sanhita 2023 Section 322,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 322. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 322
BNS_323,Bharatiya Nyaya Sanhita 2023,323,Bharatiya Nyaya Sanhita 2023 Section 323,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 323. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 323
BNS_324,Bharatiya Nyaya Sanhita 2023,324,Bharatiya Nyaya Sanhita 2023 Section 324,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 324. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 324
BNS_325,Bharatiya Nyaya Sanhita 2023,325,Bharatiya Nyaya Sanhita 2023 Section 325,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 325. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 325
BNS_326,Bharatiya Nyaya Sanhita 2023,326,Bharatiya Nyaya Sanhita 2023 Section 326,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 326. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 326
BNS_327,Bharatiya Nyaya Sanhita 2023,327,Bharatiya Nyaya Sanhita 2023 Section 327,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 327. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 327
BNS_328,Bharatiya Nyaya Sanhita 2023,328,Bharatiya Nyaya Sanhita 2023 Section 328,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 328. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 328
BNS_329,Bharatiya Nyaya Sanhita 2023,329,Bharatiya Nyaya Sanhita 2023 Section 329,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 329. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 329
BNS_330,Bharatiya Nyaya Sanhita 2023,330,Bharatiya Nyaya Sanhita 2023 Section 330,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 330. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 330
BNS_331,Bharatiya Nyaya Sanhita 2023,331,Bharatiya Nyaya Sanhita 2023 Section 331,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 331. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 331
BNS_332,Bharatiya Nyaya Sanhita 2023,332,Bharatiya Nyaya Sanhita 2023 Section 332,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 332. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 332
BNS_333,Bharatiya Nyaya Sanhita 2023,333,Bharatiya Nyaya Sanhita 2023 Section 333,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 333. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 333
BNS_334,Bharatiya Nyaya Sanhita 2023,334,Bharatiya Nyaya Sanhita 2023 Section 334,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 334. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 334
BNS_335,Bharatiya Nyaya Sanhita 2023,335,Bharatiya Nyaya Sanhita 2023 Section 335,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 335. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 335
BNS_336,Bharatiya Nyaya Sanhita 2023,336,Bharatiya Nyaya Sanhita 2023 Section 336,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 336. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 336
BNS_337,Bharatiya Nyaya Sanhita 2023,337,Bharatiya Nyaya Sanhita 2023 Section 337,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 337. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 337
BNS_338,Bharatiya Nyaya Sanhita 2023,338,Bharatiya Nyaya Sanhita 2023 Section 338,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 338. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 338
BNS_339,Bharatiya Nyaya Sanhita 2023,339,Bharatiya Nyaya Sanhita 2023 Section 339,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 339. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 339
BNS_340,Bharatiya Nyaya Sanhita 2023,340,Bharatiya Nyaya Sanhita 2023 Section 340,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 340. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 340
BNS_341,Bharatiya Nyaya Sanhita 2023,341,Bharatiya Nyaya Sanhita 2023 Section 341,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 341. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 341
BNS_342,Bharatiya Nyaya Sanhita 2023,342,Bharatiya Nyaya Sanhita 2023 Section 342,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 342. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 342
BNS_343,Bharatiya Nyaya Sanhita 2023,343,Bharatiya Nyaya Sanhita 2023 Section 343,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 343. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 343
BNS_344,Bharatiya Nyaya Sanhita 2023,344,Bharatiya Nyaya Sanhita 2023 Section 344,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 344. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 344
BNS_345,Bharatiya Nyaya Sanhita 2023,345,Bharatiya Nyaya Sanhita 2023 Section 345,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 345. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 345
BNS_346,Bharatiya Nyaya Sanhita 2023,346,Bharatiya Nyaya Sanhita 2023 Section 346,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 346. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 346
BNS_347,Bharatiya Nyaya Sanhita 2023,347,Bharatiya Nyaya Sanhita 2023 Section 347,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 347. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 347
BNS_348,Bharatiya Nyaya Sanhita 2023,348,Bharatiya Nyaya Sanhita 2023 Section 348,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 348. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 348
BNS_349,Bharatiya Nyaya Sanhita 2023,349,Bharatiya Nyaya Sanhita 2023 Section 349,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 349. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 349
BNS_350,Bharatiya Nyaya Sanhita 2023,350,Bharatiya Nyaya Sanhita 2023 Section 350,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 350. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 350
BNS_351,Bharatiya Nyaya Sanhita 2023,351,Bharatiya Nyaya Sanhita 2023 Section 351,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 351. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 351
BNS_352,Bharatiya Nyaya Sanhita 2023,352,Bharatiya Nyaya Sanhita 2023 Section 352,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 352. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 352
BNS_353,Bharatiya Nyaya Sanhita 2023,353,Bharatiya Nyaya Sanhita 2023 Section 353,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 353. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 353
BNS_354,Bharatiya Nyaya Sanhita 2023,354,Bharatiya Nyaya Sanhita 2023 Section 354,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 354. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 354
BNS_355,Bharatiya Nyaya Sanhita 2023,355,Bharatiya Nyaya Sanhita 2023 Section 355,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 355. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 355
BNS_356,Bharatiya Nyaya Sanhita 2023,356,Bharatiya Nyaya Sanhita 2023 Section 356,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 356. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 356
BNS_357,Bharatiya Nyaya Sanhita 2023,357,Bharatiya Nyaya Sanhita 2023 Section 357,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 357. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 357
BNS_358,Bharatiya Nyaya Sanhita 2023,358,Bharatiya Nyaya Sanhita 2023 Section 358,"This is placeholder legal text for Bharatiya Nyaya Sanhita 2023 section 358. It describes provisions, procedures, or offences under the law.","criminal law, offence",IPC 358
BNSS_1,Bharatiya Nagarik Suraksha Sanhita 2023,1,Bharatiya Nagarik Suraksha Sanhita 2023 Section 1,"This is placeholder legal text for Bharatiya Nagarik Suraksha Sanhita 2023 section 1. It describes provisions, procedures, or offences under the law.","procedure, investigation, trial",CrPC 1
BNSS_2,Bharatiya Nagarik Suraksha Sanhita 2023,2,Bharatiya Nagarik Suraksha Sanhita 2023 Section 2,"This is placeholder legal text for Bharatiya Nagarik Suraksha Sanhita 2023 section 2. It describes provisions, procedures, or offences under the law.","procedure, investigation, trial",CrPC 2
BNSS_3,Bharatiya Nagarik Suraksha Sanhita 2023,3,Bharatiya Nagarik Suraksha Sanhita 2023 Section 3,"This is placeholder legal text for Bharatiya Nagarik Suraksha Sanhita 2023 section 3. It describes provisions, procedures, or offences under the law.","procedure, investigation, trial",CrPC 3
BNSS_4,Bharatiya Nagarik Suraksha Sanhita 2023,4,Bharatiya Nagarik Suraksha Sanhita 2023 Section 4,"This is placeholder legal text for Bharatiya Nagarik Suraksha Sanhita 2023 section 4. It describes provisions, procedures, or offences under the law.","procedure, investigation, trial",CrPC 4
BNSS_5,Bharatiya Nagarik Suraksha Sanhita 2023,5,Bharatiya Nagarik Suraksha Sanhita 2023 Section 5,"This is placeholder legal text for Bharatiya Nagarik Suraksha Sanhita 2023 section 5. It describes provisions, procedures, or offences under the law.","procedure, investigation, trial",CrPC 5
BNSS_6,Bharatiya Nagarik Suraksha Sanhita 2023,6,Bharatiya Nagarik Suraksha Sanhita 2023 Section 6,"This is placeholder legal text for Bharatiya Nagarik Suraksha Sanhita 2023 section 6. It describes provisions, procedures, or offences under the law.","procedure, investigation, trial",CrPC 6
BNSS_7,Bharatiya Nagarik Suraksha Sanhita 2023,7,Bharatiya Nagarik Suraksha Sanhita 2023 Section 7,"This is placeholder legal text for Bharatiya Nagarik Suraksha Sanhita 2023 section 7. It describes provisions, procedures, or offences under the law.","procedure, investigation, trial",CrPC 7
BNSS_8,Bharatiya Nagarik Suraksha Sanhita 2023,8,Bharatiya Nagarik Suraksha Sanhita 2023 Section 8,"This is placeholder legal text for Bharatiya Nagarik Suraksha Sanhita 2023 section 8. It describes provisions, procedures, or offences under the law.","procedure, investigation, trial",CrPC 8
BNSS_9,Bharatiya Nagarik Suraksha Sanhita 2023,9,Bharatiya Nagarik Suraksha Sanhita 2023 Section 9,"This is placeholder legal text for Bharatiya Nagarik Suraksha Sanhita 2023 section 9. It describes provisions, procedures, or offences under the law.","procedure, investigation, trial",CrPC 9
BNSS_10,Bharatiya Nagarik Suraksha Sanhita 2023,10,Bharatiya Nagarik Suraksha Sanhita 2023 Section 10,"This is placeholder legal text for Bharatiya Nagarik Suraksha Sanhita 2023 section 10. It describes provisions, procedures, or offences under the law.","procedure, investigation, trial",CrPC 10
